"Name","DTF_Ro16","DTF_Ro17","DTF_Su16","DTF_Su17","REP_Ro16","REP_Ro17","REP_Su16","REP_Su17","TFT_0_Su16","TFT_Tb_Su16","TFT_0_Su17","TFT_Tb_Su17","TFT_0_Ro16","TFT_Tb_Ro16","TFT_0_Ro17","TFT_Tb_Ro17","TRT_0_Su16","TRT_Tb_Su16","TRT_0_Su17","TRT_Tb_Su17","TRT_0_Ro16","TRT_Tb_Ro16","TRT_0_Ro17","TRT_Tb_Ro17","PC1","PC2","PC3","PC4"
"PI_431630_LSP_AGL",46,44.7,48.7,48.7,47.3,36,45.7,39.3,582.3,2328.8,585,2421,692.9,2676.5,598.1,2488.1,859.8,3155.2,759.3,2799.3,982.2,3487.8,719.9,2663.9,-2.69,-1.5147,0.407,-2.4931
"PI_431633_LSP_AGL",44.7,44.7,47.3,47.3,50.7,35.5,48,43,574.4,1614.8,568.3,1618.3,665.3,1790.1,612,1728,903.3,2290.5,793.5,2053.5,1032.7,2583.1,735.5,1882.5,12.1137,1.2226,2.6073,0.2225
"PI_431636_LSP_AGL",45,42.7,46.3,47.3,49,38,47.7,39.3,543.6,1822,577.7,1981.7,672.8,2130.6,574.6,1968.6,904.4,2709.2,732,2253,1017.9,2987.9,757.3,2315.3,8.6709,2.7621,-0.0602,0.6582
"PI_431643_LSP_AGL",45.7,42,46.7,45.3,48.3,36.3,49.7,42,523,1516,546.1,1702.1,672.8,1956.7,560.7,1748.7,940.1,2595.1,807.5,2269.5,998.7,2699,734.6,2066.6,11.5335,-0.505,-0.7723,-3.0935
"PI_431662_LSP_AGL",46.3,44.7,49,50,48,32.7,45,35.3,595.1,1865.6,601.3,1970.3,692.9,2136.9,598.1,1963.1,859.8,2529.6,684.2,2016.2,978.6,2802.6,661.1,1948.1,3.6871,2.863,-0.3113,-4.3192
"PI_431663_LSP_AGL",46,44.3,48.7,48,46,34.7,45.3,37,574.4,1828.4,585,1989,704.6,2256.8,612,2088,859.8,2607.8,732,2253,963.7,2834.3,700.3,2135.3,-5.4593,2.1711,-2.9709,-5.0549
"PI_431679_LSP_AGL",46.7,46.7,51.3,53,46.7,35,43,35,619.5,1571.5,675.7,1879.7,678.2,1736.4,642.9,1752.9,808,1977.6,687.7,1667.7,962.1,2306.3,708.2,1788.2,4.0757,3.6937,0.7929,-2.356
"PI_431684_LSP_AGL",45.3,44.7,48,49,50,36.5,46.3,38,574.4,1887.8,589.9,2065.9,658.1,2159.3,598.1,2103.1,884.1,2754.7,739.6,2338.6,1013.6,3098.6,735.5,2326.5,-5.2883,-1.8309,1.2824,-5.4427
"PI_431705_LSP_AGL",46.3,46,49.7,48,47.7,34.3,41,38,595.1,1830.6,585,1881,692.9,2098.9,656.8,2100.8,763.6,2210.9,756.3,2196.3,978.6,2754.6,696.4,2026.4,-7.5129,5.346,-1.578,-3.6213
"PI_431710_LSP_AGL",44,44.3,49,50.3,46.3,34,43.3,37.3,595.1,1753.6,617.1,1943.1,653.6,1902.8,612,1908,820.3,2276.7,716.9,1974.9,956.9,2587.8,681.1,1905.1,-2.967,1.524,1.3922,-4.7316
"PI_431714_LSP_AGL",45,45.7,49,51,49.7,30.7,47,37.3,605.7,2056.1,620.4,2180.4,684.5,2242.5,621.5,2133.5,895.4,2777,736.5,2256.5,1017.9,3067.9,621.4,1923.4,3.41,2.5776,-2.4786,-4.5445
"PI_431717_LSP_AGL",44.7,44,49,50.3,48.7,33,44.3,34,595.1,1914.6,617.1,2138.1,653.6,2075.6,612,2088,839.8,2536.3,672.7,2037.7,1001.4,2936.9,678.8,2072.8,-3.8039,-5.2787,1.3909,-4.4293
"PI_431728_LSP_AGL",46,45,48.7,50.3,46.7,32,43.7,34.5,582.3,1618.3,607.8,1785.8,692.9,1874.7,635.5,1819.5,820.3,2122.7,692.6,1808.6,963.7,2425.4,661.1,1717.1,-1.335,3.4708,-2.8687,-3.0374
"PI_431731_LSP_AGL",47.7,44.7,48.7,50,48,32,46,35,577.7,1883.3,617.1,2177.1,715.9,2279.8,612,2088,859.8,2626.2,704,2184,970.4,2895.2,644.9,1956.9,-0.18,-2.8161,-3.6265,-3.7694
"PI_431739_LSP_AGL",46,44.3,48.3,47.7,46.7,33.3,47,38.7,582.3,1646.3,588.6,1735.6,678.2,1858.5,612,1800,878.9,2307.7,732,1941,963.7,2463,661.1,1750.1,7.6882,1.7252,-3.7986,-2.9048
"PI_431753_LSP_AGL",44.7,45,47.3,48,47,33,43.7,35,563.9,1718.9,585,1809,653.6,1902.8,635.5,1967.5,824.9,2276.9,690.2,1948.2,960.5,2591.4,681.1,1905.1,-1.5278,-2.0291,-3.5571,-3.2871
"PI_431756_LSP_AGL",44.7,44.3,49.3,49.3,48.7,31.3,43,35.7,595.1,1970.6,605.7,2163.7,653.6,2136.8,598.1,2068.1,802.9,2492.8,684.2,2160.2,1001.4,3020.2,626,1928,-1.7203,0.3111,-2.1379,-1.8217
"PI_431809_LSP_AGL",45.7,42,47,47.5,49,37.7,45.7,36.5,557.9,1781.9,561.9,1819.9,672.8,2071.4,560.7,1847.7,864.9,2520.9,690.2,2059.2,998.7,2850.9,753.8,2235.8,-5.8974,-5.3207,-1.6828,-3.7762
"PI_431824_LSP_AGL",45.7,42,46.7,45.3,51,40,49.3,40,533,1758.6,530.3,1810.3,672.8,2160.2,574.6,1968.6,940.1,2855.1,743.7,2343.7,1030.1,3080.3,806.5,2487.5,3.2691,-5.7392,-2.6121,0.4506
"PI_431863_LSP_AGL",48.7,46.3,50,50.7,46,33.3,42.3,35.3,616.1,1974,628.1,2148.1,740,2272,656.8,2138.8,802.9,2381,692.6,2060.6,931.4,2693.2,655.5,1942.5,-4.8045,4.3247,-3.7445,-2.619
"PI_431873_LSP_AGL",43.7,45,50,48.7,51.3,36.5,45.7,39.3,608.3,2249.8,594.4,2370.4,622.1,2291.5,635.5,2522.5,861.5,3018.9,759.3,2679.3,1049.5,3602.7,753,2691,-10.9236,0.6896,-2.5417,-0.7837
"PI_431884_LSP_AGL",44.7,42,46.7,45.7,50.7,35,50.3,43.7,533,1669,546.1,1804.1,653.6,1996.4,574.6,1866.6,960.1,2770.6,825.1,2453.1,1032.7,2935,714.6,2082.6,4.7676,-0.2211,-4.074,-1.3232
"PI_431888_LSP_AGL",48.3,43,47.3,49.3,49,37.7,49.7,36,563.9,2135.4,589.9,2245.9,740,2620,580.3,2212.3,939.8,3184.8,728.3,2476.3,978.8,3281.8,757.3,2581.3,-0.0671,-1.4632,2.9014,-3.6936
"PI_431923_LSP_AGL",47,46,49.7,52.7,46,36,45.3,35.7,605.7,2433.5,637,2677,715.9,2728.3,642.9,2603.9,861.5,3133.9,707.3,2543.3,962.1,3387.3,729.6,2690.6,-1.4031,-0.202,1.1579,-1.7691
"PI_431980_LSP_AGL",45.7,42.7,47,46.7,49,37,48,42,574.4,1676,561.5,1681.5,672.8,1860.5,574.6,1696.6,923.6,2423,828,2236,998.7,2571.6,737.7,1958.7,20.1881,0.9309,0.3634,0.8943
"PI_432000_LSP_AGL",46,42.7,48.3,47,46.3,38,46,39,577.7,2097.5,577.7,2233.7,692.9,2471.3,560.7,2144.7,859.8,2916,772.5,2658.5,963.7,3163.3,757.3,2581.3,-3.9841,-1.7039,1.11,-3.8257
"PI_432001_LSP_AGL",44.3,45.3,48.3,47,51,36,49.7,39,588.3,2085.9,577.7,2125.7,653.6,2223.2,621.5,2241.5,930.8,3010.8,792.2,2598.2,1032.7,3256.3,696.4,2271.4,11.7415,1.3111,-1.1774,-3.7345
"PI_432002_LSP_AGL",47,44.7,49.3,49.7,47.7,35.3,43,38,605.7,2452,605.7,2543.7,715.9,2747.8,612,2556,802.9,2948.6,704,2591,978.6,3479.4,719.9,2663.9,0.9901,0.8353,0.0501,-4.8866
"PI_432005_LSP_AGL",46.3,45,47.3,47.7,51.7,36,48.7,40,557.9,2176.3,561.9,2227.9,692.9,2581.5,621.5,2457.5,919.8,3252.2,732,2643,1042,3626.4,753,2691,2.1595,-0.3521,0.7794,-0.659
"PI_432028_LSP_AGL",46.7,46,49.7,50.7,46.3,32,41.3,34,595.1,1921.6,617.1,2138.1,692.9,2201.5,656.8,2214.8,783.2,2375,692.6,2096.6,962.1,2828,657.7,2010.7,-4.4376,0.9472,-0.3838,-2.3342
"PI_432033_LSP_AGL",46.7,45,48.3,50.7,46,32.3,42.3,38,577.7,1597.7,617.1,1826.1,692.9,1889.9,621.5,1773.5,781,2041,736.5,1914.5,943.5,2392.5,661.1,1717.1,-6.4929,-3.0758,-5.69,-2.5977
"PI_432085_LSP_AGL",43.5,42.7,44.7,46,50,36.3,49.7,39.7,503.6,2146.6,545.7,2360.7,636.8,2572.3,574.6,2512.6,938.5,3588.5,743.7,2943.7,1018.2,3783.2,737.7,2846.7,11.7056,0.4347,-1.5833,-0.9336
"PI_432106_LSP_AGL",46.3,44.7,49,48.7,50.3,37,47.7,42,595.1,1862.1,594.4,1963.4,704.6,2186.6,612,2016,895.4,2633,795.2,2349.2,1010,2910,735.5,2178.5,6.7181,3.6668,-2.4321,1.6816
"PI_432124_LSP_AGL",44.3,42,46.3,47.7,47.7,33.7,47,37.3,533,1707.4,568.3,1898.3,653.6,2039.6,560.7,1880.7,884.5,2609.4,712.2,2156.2,982.9,2830.9,679.5,2039.5,-3.6099,3.1298,-0.1856,-4.7443
"PI_432145_LSP_AGL",46,45,50,53.3,47.3,31.7,44,33,601.5,1828.9,649,2129,704.6,2182.7,635.5,2078.5,842.4,2466.9,644.9,1865.9,982.2,2801.4,644.9,1892.9,-0.1405,3.8282,-2.8654,-4.1865
"PI_432147_LSP_AGL",45.7,45.3,48.7,49.3,49,33.7,44,38,577.7,1577.3,605.7,1745.7,672.8,1816.1,635.5,1819.5,820.3,2113.9,728.3,1868.3,998.7,2512.8,676.9,1764.9,-2.2609,2.5171,-0.1119,-4.5124
"PI_432184_LSP_AGL",43.7,41.3,46.7,46,51.7,37,51.3,42,543.6,1706.4,561.5,1786.5,636.8,1893.3,558.5,1779.5,975.5,2753.9,807.5,2312.5,1049.5,2916.3,734.6,2103.6,5.1199,1.3435,-1.5626,0.1314
"PI_432188_LSP_AGL",45.3,42.7,47,46.3,49.7,36.3,46.7,42.5,550.1,1503.7,552.1,1606.1,672.8,1830.9,560.7,1616.7,884.5,2285.1,792.2,2094.2,1013.6,2578.6,737.7,1921.7,-2.8573,-1.1663,0.2082,-1.3055
"PI_432190_LSP_AGL",48.7,46.7,52,54,46,NA,44,35,660.4,1848.4,684.6,2017.6,751.7,2026.8,656.8,1872.8,843.6,2180.1,706.4,1822.4,931.4,2362,0,0,-2.2914,-1.5819,0.3781,-0.0918
"PI_432201_LSP_AGL",45,46,50.7,52,51,34.7,48.3,38,608.3,1570.8,630.5,1722.5,672.8,1742.1,642.9,1752.9,914.4,2261.9,759.7,1851.7,1049.3,2552.1,696.4,1746.4,-2.9508,0.8586,1.48,-1.8536
"PI_432212_LSP_AGL",45,45.3,49.3,48.3,48,30.3,43.7,39,574.8,1701.2,585,1881,658.1,1990.1,621.5,1989.5,822.4,2371.2,739.6,2143.6,1001.4,2814.4,602.6,1742.6,1.7209,-1.34,-1.0708,-4.1382
"PI_432236_LSP_AGL",44,44.7,51.3,49.3,51,31.7,40.3,35.5,619.5,1886.5,589.9,1921.9,638.9,1965.4,598.1,1963.1,748.7,2196.7,684.2,2016.2,1034.6,2967.5,644.9,1892.9,-1.6645,-2.3062,0.9068,-1.6972
"PI_432245_LSP_AGL",44.5,42,46.7,44.7,49.5,34.3,46.3,40.5,537.6,1623.3,541.9,1697.9,653.6,1895.6,560.7,1748.7,884.5,2430.8,759,2153,1032.7,2792.2,698.4,1958.4,5.3612,2.4141,1.5608,-0.0248
"PI_432271_LSP_AGL",50.7,50,54.3,55.3,46.7,34,48,35,679,1611.1,692.1,1767.1,767,1796.1,741.8,1833.8,899.6,2046.8,688.1,1563.1,937.1,2116.8,645.6,1503.6,2.4755,-1.2493,2.906,0.5512
"PI_432286_LSP_AGL",49.7,47.7,54.3,52.7,45,32,42,35.5,682.3,2794.3,630.5,2736.5,762.6,3017.6,677.5,2861.5,790.8,3008.4,707.3,2651.3,908.9,3383.9,687.5,2647.5,-0.1443,1.4399,1.5035,0.8741
"PI_451763_LSP_AGL",44.7,43,47.3,46,52.3,38.5,47.7,43,553.3,1094.5,561.5,1156.5,665.3,1305.4,594.3,1224.3,903.3,1690.5,807.5,1538.5,1065.3,1982.2,772.9,1474.9,1.801,3.942,-0.8966,-0.31
"PI_458503_LSP_AGL",46,45.3,49,49,46.7,36.7,45.7,39.5,595.1,2205.1,589.9,2281.9,692.9,2520.7,621.5,2385.5,859.8,2975.8,739.6,2572.6,963.7,3224.4,729.6,2542.6,-13.5147,0.9692,-1.8171,2.0296
"PI_468900_LSP_AGL",48.3,45.7,52.7,51.7,49,34.7,46.7,36.3,649.8,2530.8,629.8,2669.8,740,2804,621.5,2529.5,876.1,3202.6,723.8,2610.8,978.8,3507.2,696.4,2551.4,2.2746,-0.2409,2.1502,-0.0148
"PI_468901_AGL",52.5,51.7,57.3,60.3,44.5,31,41,29.5,746.3,2563.5,775.1,2749.1,819.2,2711.2,749.5,2597.5,766.8,2460.1,598.6,1858.6,899.7,2834.7,601.5,1965.5,11.3157,-1.9307,-0.0466,1.0038
"PI_468902_LSP_AGL",45.3,45.3,49,47.7,50.7,36,47,42.5,605.7,1982.1,577.7,1945.7,672.8,2112.1,635.5,2115.5,895.4,2681,811.8,2445.8,1030.1,3014,712.1,2152.1,4.6246,1.3536,-2.0188,2.2996
"PI_472136_LSP_AGL",45.3,40.3,44.7,43.3,47,34,46.7,37.5,499,1117,517,1189,672.8,1472,531.2,1213.2,879.2,1847.4,668.9,1445.9,963.7,1978.9,674,1422,-9.3332,3.024,1.7455,0.578
"PI_472205_LSP_AGL",44.3,41,44.7,44.3,48,35,46,39.3,499,934,515.1,980.1,653.6,1200.8,544.6,1056.6,859.7,1526.7,713.5,1298.5,982.9,1712.5,692.9,1252.9,-10.847,2.8878,0.5851,0.5956
"PI_472213_LSP_AGL",44,43,48.7,47.3,50,37.5,48.3,39.5,577.7,1675.9,568.3,1723.3,653.6,1874,594.3,1819.3,915.4,2498.1,732,2019,1034.6,2763.5,772.9,2137.9,-3.1742,0.0137,-0.1713,-1.1422
"PI_472327_LSP_AGL",43.3,39,45.3,44,45.3,34.7,48.7,39.3,504.7,1366,515.1,1476.1,636.8,1721.8,514.5,1474.5,922.7,2378,727.4,1967.4,922.2,2317.2,693.2,1813.2,-9.5415,4.5943,0.8675,0.4834
"PI_472380_LSP_AGL",44,39.7,46,44,46.7,35.3,48,38.3,523,1240,506.1,1256.1,638.9,1513.9,514.5,1294.5,922.7,2093.8,706.9,1681.9,956.9,2131.9,709.6,1645.6,-13.8299,-0.2684,1.2173,1.8974
"PI_472416_LSP_AGL",43.3,42,48.7,46,48.7,32.3,44.3,37.7,567.7,1972.5,545.7,2030.7,622.1,2179.3,560.7,2111.7,839.8,2815.3,698.3,2408.3,999.6,3243.8,660.7,2211.7,-3.8507,0.2669,1.7024,-0.629
"PI_472488_LSP_AGL",43,41.7,45,44.3,47.3,32.7,47.7,36.7,514.8,1593.6,515.1,1631.1,622.1,1852.9,530.4,1677.4,899,2569.4,674.1,2006.1,976.4,2714,660.7,1881.7,-8.5279,0.5626,1.1921,-0.4238
"PI_472559_LSP_AGL",43.3,41.7,47.7,43.3,46,33.3,45.7,39,543.3,2000.3,492.2,1884.2,622.1,2288.1,544.6,2144.6,864.2,3026.2,706.9,2578.9,937.7,3191.7,679.5,2379.5,-8.0371,4.3326,2.7782,1.3198
"PI_472561_LSP_AGL",43.3,41.7,46.7,45.7,45.3,33.3,45,36,523,1702,536.8,1856.8,636.8,2071.8,544.6,1888.6,845.2,2613.7,677.8,2157.8,922.2,2767.2,679.5,2107.5,-11.0223,1.6135,1.131,0.8923
"PI_472569_LSP_AGL",44,42,47,43.5,47.3,33,45.7,37.5,543.3,1572.5,492.2,1478.2,653.6,1899.2,546.6,1698.6,864.9,2392.1,706.9,2032.9,977.2,2638,679.5,1903.5,-13.3714,2.4186,0.0913,1.7085
"PI_472588_LSP_AGL",46.3,44.7,50.3,49.7,49.7,37.3,44.3,37,611.5,1857.1,596.3,1928.3,692.9,2068.5,598.1,1893.1,825.9,2348.3,704,2036,1010,2820,753,2159,9.6858,-1.3798,1.0119,0.0909
"PI_472590_LSP_AGL",43.7,43.7,47,48,49,33,44.7,37.7,563.9,2397.9,578.6,2468.6,636.8,2554.8,594.3,2554.3,845.2,3203.2,712.2,2764.2,999.6,3684.8,662.6,2510.6,-7.5581,1.4156,-6.1907,0.0717
"PI_472615_LSP_AGL",44,41,45.3,45.7,45.7,35.7,47.3,36.7,514.8,1835.4,530.3,1938.3,653.6,2252,544.6,2016.6,883.2,2885.4,677.8,2305.8,937.7,2980.1,711.7,2367.7,0.1347,0.2395,0.4802,3.6031
"PI_472629_LSP_AGL",43.3,42,46.7,46.3,50,38,44.7,39,543.6,1427.6,561.5,1506.5,636.8,1595.8,574.6,1526.6,845.2,2015.2,728.4,1781.4,1018.2,2388.2,773.4,1865.4,-5.1359,-2.3416,-4.7129,1.2754
"PI_477921_LSP_AGL",44,43.7,46.7,47.3,54,36,54,41,554.1,963.6,568.3,988.3,665.3,1124.1,594.3,1049.3,1010.4,1642.2,756.3,1236.3,1098.1,1780.1,737.6,1218.6,3.3884,-8.3252,-1.4144,0.4366
"PI_490288_LSP_AGL",48.3,48,52,54.7,48.3,34,47.3,32,649.8,1706.2,675.3,1893.3,740,1908,697.4,1897.4,896.4,2230.8,625,1553,962.9,2364.5,687.5,1737.5,-3.5876,0.3048,-2.7096,5.5101
"PI_490289_LSP_AGL",45,45.7,48.3,48.3,47.3,33.7,44,40,582.3,2160.8,585,2241,684.5,2478.1,621.5,2385.5,820.3,2804.7,759.3,2599.3,982.9,3248.5,676.9,2342.9,-3.2804,-1.2164,1.9057,2.3501
"PI_508090_AGL",44.7,43.3,48,46.3,52,38,49.3,42,577.7,1339.3,572.4,1400.4,653.6,1503.2,594.3,1434.3,939.8,2059.8,772.5,1715.5,1049.3,2276.5,753.2,1665.2,-2.2858,-5.2475,1.171,-1.609
"PI_518733_LSP_AGL",52,52.3,57.3,59.3,44,29,42.7,29,752.3,2151.8,758.3,2262.3,819.2,2244.8,770.1,2189.1,801.7,2139,621.8,1613.8,905.8,2363.8,581,1571,5.6281,-0.7665,-0.0568,0.9152
"PI_518734_LSP_AGL",52,52.7,58.3,60.3,44,29.5,44.3,31,759.6,2204.4,781.5,2461.5,819.2,2359.2,770.1,2318.1,819,2297.4,634.2,1754.2,905.8,2480.8,581,1661,4.2089,-2.0088,-0.5978,0.934
"PI_533688_LSP_AGL",50.3,46.3,51.3,53.3,47,36,46,NA,650.6,2930.6,664.8,3142.8,781.7,3280.7,642.9,2899.9,863.6,3485.6,0,0,937.1,3733.6,708.2,2904.2,5.7268,-2.3025,-3.4789,1.6499
"PI_533693_LSP_AGL",49.5,48.7,52.3,54.7,47.5,32.7,43.7,37,660.4,1960.4,675.3,2061.3,762.6,2156.6,697.4,2097.4,823.3,2253.3,704.9,1892.9,956.2,2588.2,650.1,1805.1,-1.3255,-0.943,0.5009,3.2923
"PI_612875_AGL",45.3,39,45.3,45,43,34.3,45.3,36.3,511.5,3034.5,521.3,3187.3,672.8,3914,514.5,3214.5,843.9,4628.4,674.1,3856.1,886.3,4653.1,693.2,3843.2,1.7609,2.4563,3.1986,1.289
"PI_643451_AGL",44.3,43,48,46,47,32.3,42,36.3,567.7,2030.1,536.7,2040.7,638.9,2304.9,580.3,2246.3,805.3,2770.4,677.8,2416.8,960.5,3197.7,663.4,2280.4,0.4484,1.2256,1.6129,2.5929
"PI_643452_AGL",44,42.7,46.7,44,46,32.3,44.3,38.7,523,2143,521.6,2281.6,638.9,2605.9,560.7,2474.7,845.2,3275.2,706.9,2851.9,956.9,3598.3,663.4,2577.4,2.5109,4.2228,2.9698,2.4017
"Shasta_AGL",49.7,46.7,52.3,50,47.7,34,47,41.5,649.8,1200.8,607.8,1177.8,747.9,1359.9,628.7,1204.7,876.1,1557.6,765.5,1365.5,956.2,1690.6,675.1,1219.1,NA,NA,NA,NA
"W6_27754_LSP_AGL",51.3,51,58,58,46,NA,44.7,33,767.5,2392,732.6,2397.6,797.1,2418.2,749.5,2387.5,840.2,2464.7,659.9,1880.9,921.7,2655.9,0,0,-9.5698,-5.4414,-1.9018,1.2983
"W6_27760_LSP_AGL",47,45.7,51,53.3,45.7,31,41,31.7,634.1,1682.9,655.4,1803.4,715.9,1843,621.5,1701.5,786.4,1945.6,625.1,1521.1,943.5,2272.9,621.4,1551.4,-3.5534,-4.8946,1.7685,1.5135
"W6_27763_LSP_AGL",44,42.3,47.3,46.3,46,32.7,44,41,553.3,3348.4,561.5,3606.5,638.9,3725.9,574.6,3634.6,824.9,4551.7,772.5,4339.5,956.9,5102.3,663.4,3633.4,-1.8322,1.2877,-3.5234,-1.7016
"W6_27766_LSP_AGL",43.5,44.7,47.7,47,50.5,32.7,45.3,39.3,553.3,1592.8,561.9,1649.9,636.8,1781.3,598.1,1788.1,864.2,2313.2,748.2,2028.2,999.6,2601.9,661.1,1783.1,-5.8668,3.7715,-1.1055,-2.0477
"W6_27767_LSP_AGL",45.7,45,50.7,49.3,44.3,31.5,38.7,33.3,608.3,3114.3,589.9,3253.9,672.8,3429.3,607.4,3267.4,728.3,3520.7,618.2,3060.2,921,4273.5,644.9,3076.9,-8.4014,-4.8916,1.8182,1.7655
